YEAR,MONTH,Carrier,ORIGIN,DEST,carrierTotalFlights,route_total_flights,n_carriers,HHI,carrierHubShare,carrierRouteShare,depDelay_rate,arrDelay_rate,cancel_rate,sd_dep_time,peak_dep_Count,peak_dep_share,YEAR_MONTH_id,route_id,carrier_route_id
2020,2,G4,SFB,ROA,8,8,1,1,1,1,0.25,0.25,0,216.90283374293264,8,1,2020_2,SFB_ROA,G4_SFB_ROA
2021,7,F9,MIA,LAS,31,93,2,0.5555555555555555,0.06855081178592905,0.3333333333333333,0.7096774193548387,0.6129032258064516,0,165.12093319941346,11,0.3548387096774194,2021_7,MIA_LAS,F9_MIA_LAS
2021,8,DL,SLC,JAC,77,139,2,0.505822679985508,0.3797446213048802,0.5539568345323741,0.14285714285714285,0.16883116883116883,0,411.36113442062685,46,0.5974025974025974,2021_8,SLC_JAC,DL_SLC_JAC
2023,3,B6,RDU,BOS,117,260,3,0.480680473372781,0.0563613758806465,0.45,0.29914529914529914,0.26495726495726496,0.02564102564102564,474.551595006715,78,0.6782608695652174,2023_3,RDU_BOS,B6_RDU_BOS
2022,6,UA_CODESHARE,IAH,RAP,4,4,1,1,0.400194505227328,1,0,0.25,0,29.3981291921782,4,1,2022_6,IAH_RAP,UA_CODESHARE_IAH_RAP
2025,6,DL,CLE,SLC,7,7,1,1,0.08984175599795814,1,0.14285714285714285,0.14285714285714285,0,32.3301422087515,7,1,2025_6,CLE_SLC,DL_CLE_SLC
2021,11,WN,OGG,SJC,60,120,3,0.375,0.226694045174538,0.5,0.18333333333333332,0.18333333333333332,0,289.3495608456697,60,1,2021_11,OGG_SJC,WN_OGG_SJC
2024,10,G4,IDA,LAS,8,8,1,1,0.08943089430894309,1,0.5,0.625,0,142.90431364078154,6,0.75,2024_10,IDA_LAS,G4_IDA_LAS
2024,7,UA_CODESHARE,GSO,DEN,31,31,1,1,0.1434327155519742,1,0.12903225806451613,0.0967741935483871,0,68.39559188461864,31,1,2024_7,GSO_DEN,UA_CODESHARE_GSO_DEN
2025,9,UA,ORD,AUS,121,258,4,0.38167778378703204,0.28711878658516865,0.4689922480620155,0.1652892561983471,0.15702479338842976,0,483.64847786149505,95,0.7851239669421488,2025_9,ORD_AUS,UA_ORD_AUS
2021,12,AA,CLT,BDL,120,120,1,1,0.4151444350042481,1,0.10833333333333334,0.125,0,497.69183511998466,97,0.8083333333333333,2021_12,CLT_BDL,AA_CLT_BDL
2024,10,AA,ORD,LGA,224,954,5,0.318038579697533,0.1700420328620558,0.2348008385744235,0.14732142857142858,0.17410714285714285,0,435.3160242620758,175,0.78125,2024_10,ORD_LGA,AA_ORD_LGA
